# M/msolar   r[kpc]   logP
1.32776 11.1879 3.99872e-23
1.3282 11.1329 2.20089e-23
1.33058 11.1692 6.3366e-23
1.33066 11.1405 4.63828e-23
1.33337 11.1386 2.05949e-23
1.3285 11.1637 2.30132e-23
1.3321 11.2248 1.36087e-23
1.33124 11.2251 1.46919e-23
1.33479 11.2356 2.89522e-23
1.33735 11.1488 8.23164e-23
1.33667 11.1831 8.35493e-23
1.33626 11.171 7.43435e-23
1.33776 11.1542 2.07001e-23
1.33911 11.1221 4.69763e-23
1.3404 11.1546 5.38483e-23
1.34132 11.1842 7.81567e-23
1.33602 11.2871 7.19341e-23
1.33611 11.3061 6.57976e-23
1.33682 11.3192 5.9432e-23
1.33786 11.3747 8.91303e-23
1.33775 11.3571 6.56148e-23
1.33641 11.4026 2.6395e-23
1.33579 11.3729 4.67168e-23
1.33566 11.4705 3.63888e-23
1.33405 11.4813 8.60145e-24
1.33351 11.6191 1.52505e-23
1.33379 11.6266 3.97129e-23
1.33531 11.6287 4.17827e-23
1.33443 11.5876 4.05611e-23
1.33544 11.6215 4.80822e-23
1.33697 11.6718 7.04225e-23
1.34341 11.683 1.18711e-22
1.34763 11.7448 1.133e-22
1.3463 11.6932 1.3422e-22
1.34847 11.6113 1.2319e-22
1.35095 11.5895 1.88904e-22
1.35689 11.5231 1.76169e-22
1.35758 11.5577 2.0297e-22
1.35629 11.4387 1.84812e-22
1.35829 11.4893 1.85467e-22
1.35958 11.4433 2.01007e-22
1.35865 11.4817 2.03977e-22
1.36012 11.4261 2.19482e-22
1.36244 11.3709 1.16016e-22
1.36503 11.2846 1.4617e-22
1.36077 11.1682 1.32163e-22
1.35654 11.1923 6.73429e-23
1.35673 11.1819 1.3832e-22
1.35475 11.0719 3.8557e-23
1.35925 11.0963 3.52215e-23
1.35951 11.0549 9.8047e-23
1.36028 11.0027 8.63002e-23
1.36154 10.9128 5.8708e-23
1.35845 10.932 6.63118e-23
1.358 10.9742 7.58171e-23
1.35992 10.9827 7.84469e-23
1.35913 10.9387 4.87376e-23
1.36214 10.9979 8.11982e-23
1.36634 11.0667 4.11766e-23
1.3681 11.1262 7.94966e-23
1.37108 11.1708 7.30424e-23
1.36797 11.1131 7.89661e-23
1.36623 11.1137 2.50508e-23
1.36891 11.1546 7.96232e-23
1.36838 11.1703 4.19907e-23
1.37736 11.1781 5.05287e-23
1.38028 11.1267 4.39323e-23
1.3787 11.0641 3.28503e-23
1.37802 11.0358 4.80758e-23
1.37798 11.019 5.15207e-23
1.38476 10.9985 2.18787e-23
1.38859 10.946 1.55092e-23
1.38848 10.8744 2.11887e-23
1.39038 10.8495 1.66222e-23
1.38812 10.8497 1.3869e-23
1.3871 10.8837 1.4905e-24
1.38641 10.8342 1.52125e-23
1.38529 10.8869 2.42305e-23
1.38588 10.8669 1.92397e-23
1.38681 10.913 1.34355e-23
1.38914 10.8907 1.74296e-23
1.38737 10.965 1.63286e-23
1.38437 10.9203 2.17438e-23
1.38297 10.9055 1.37602e-23
1.37993 11.0432 3.25309e-23
1.37769 10.9985 4.32444e-23
1.37604 11.0527 5.34034e-23
1.37206 11.0762 4.69635e-23
1.36953 11.0585 1.95529e-23
1.37362 11.1304 7.67286e-23
1.37057 11.1763 6.0773e-23
1.37018 11.2115 9.53161e-23
1.36843 11.1465 1.1117e-22
1.36542 11.1576 2.5834e-23
1.36196 11.1634 1.48896e-23
1.36279 11.093 5.19521e-23
1.36275 11.0238 9.66081e-23
1.3648 11.0535 7.78381e-23
1.36577 10.9993 7.56083e-23
1.36509 10.9868 7.00217e-23
1.36314 10.9727 7.35249e-23
1.36591 10.9975 6.47417e-23
1.36872 10.9901 6.14741e-23
1.37075 11.0361 5.04396e-23
1.37241 11.1121 4.88192e-23
1.36975 11.1224 6.26859e-23
1.37434 11.173 6.00041e-23
1.37881 11.2509 1.89487e-23
1.38171 11.2637 2.78879e-23
1.3838 11.2747 1.6609e-23
1.38223 11.3189 4.59715e-23
1.38409 11.3461 3.84842e-23
1.38148 11.3938 4.84964e-23
1.37928 11.4131 5.69942e-23
1.37938 11.3621 2.79139e-23
1.38018 11.4285 1.34172e-23
1.37671 11.3996 5.54689e-23
1.37375 11.3831 3.55452e-23
1.37148 11.4282 1.90224e-23
1.37421 11.5181 3.25595e-23
1.37306 11.4765 6.49353e-23
1.37269 11.5344 7.04251e-23
1.37438 11.4503 4.02438e-23
1.37455 11.3907 4.62311e-23
1.37363 11.3745 6.62154e-23
1.37176 11.3854 7.80078e-23
1.36963 11.3322 3.47286e-23
1.37215 11.3823 3.53434e-23
1.37358 11.5317 5.18306e-23
1.37752 11.5296 7.19374e-23
1.37771 11.5087 6.76919e-23
1.37431 11.56 7.5719e-23
1.36902 11.6342 6.93278e-23
1.37069 11.6406 6.95968e-23
1.3696 11.6233 1.05925e-22
1.37219 11.6146 8.33741e-23
1.37275 11.586 7.08796e-23
1.37395 11.5745 1.11626e-22
1.37548 11.519 7.92483e-23
1.37715 11.4983 5.94067e-23
1.37501 11.5087 8.45952e-23
1.37099 11.4546 3.05932e-24
1.36943 11.4482 6.13084e-24
1.37215 11.426 3.31355e-24
1.37814 11.3249 8.45446e-23
1.3765 11.2863 6.07921e-23
1.37096 11.2148 9.06646e-24
1.37009 11.3196 1.15746e-23
1.36991 11.3315 1.04573e-23
1.36843 11.3432 2.79468e-23
1.37021 11.2817 7.11089e-23
1.37162 11.2192 9.0429e-23
1.37194 11.1483 4.18116e-23
1.37404 11.1516 5.86438e-23
1.37364 11.1825 4.90802e-23
1.37036 11.1679 3.45059e-23
1.36573 11.0616 6.51343e-23
1.36507 11.1098 9.10526e-23
1.36601 11.0946 5.52876e-23
1.3709 11.114 7.44072e-23
1.37079 11.097 5.70563e-23
1.37202 11.0818 3.63441e-23
1.36867 11.0977 1.38361e-23
1.36769 11.1115 9.91718e-24
1.36593 11.1502 1.82461e-24
1.36689 11.2635 1.30009e-22
1.36279 11.3206 1.87118e-22
1.36116 11.2668 1.66976e-22
1.36197 11.2054 1.27646e-22
1.3617 11.2279 9.38965e-23
1.36166 11.1879 6.38861e-23
1.3574 11.1078 1.04941e-22
1.35874 11.0169 5.38951e-23
1.36127 11.0651 8.73364e-23
1.36191 11.1157 1.02962e-22
1.35903 11.1816 1.37278e-22
1.36162 11.2436 1.03753e-22
1.36208 11.2714 2.03495e-22
1.36546 11.2105 1.55618e-22
1.3703 11.2155 1.17986e-22
1.36709 11.1274 9.97869e-23
1.36637 11.1541 9.02177e-23
1.36853 11.1803 1.22199e-22
1.3676 11.2205 1.23924e-22
1.36477 11.2238 1.09922e-22
1.36508 11.246 1.42474e-22
1.36367 11.279 6.69768e-23
1.36286 11.3167 1.69019e-22
1.36563 11.3359 1.58989e-22
1.36616 11.2852 1.29444e-22
1.36791 11.2757 6.56422e-23
1.36957 11.2937 1.46679e-22
1.36756 11.2906 1.68723e-22
1.36362 11.3238 1.53093e-22
1.3669 11.3193 1.45941e-22
1.36387 11.2812 1.54259e-22
1.3643 11.2395 3.50703e-23
1.36648 11.2428 1.7492e-22
1.36805 11.1708 1.51064e-22
1.36652 11.1968 1.60973e-22
1.36888 11.2015 1.09873e-22
1.36499 11.1968 1.3503e-22
1.36543 11.1915 3.48109e-23
1.36541 11.0947 1.58129e-23
1.36872 11.0956 2.94931e-23
1.37164 11.0668 9.53093e-23
1.37545 11.0391 8.40304e-23
1.3739 11.1132 3.30282e-23
1.3744 11.1006 4.96209e-23
1.37508 11.1352 1.04503e-22
1.3741 11.1046 9.18874e-23
1.37575 11.1227 9.66216e-23
1.3767 11.1994 8.92484e-23
1.37486 11.2433 1.39672e-22
1.37299 11.2094 1.20105e-22
1.37187 11.0541 7.84397e-23
1.36711 11.049 1.31654e-22
1.37223 11.0158 1.02819e-22
1.37578 11.0423 6.49654e-23
1.37654 11.0592 1.07692e-22
1.37334 11.0867 1.28979e-22
1.37155 11.0926 1.14878e-22
1.37084 10.9787 1.12871e-22
1.37058 10.956 1.0525e-22
1.37059 10.8894 3.66226e-23
1.36704 10.9233 1.07525e-22
1.36856 10.8802 1.16064e-22
1.37051 10.8612 1.02853e-22
1.37316 10.823 7.7529e-23
1.37186 10.8554 9.00968e-23
1.36841 10.9189 1.10111e-22
1.36528 10.9072 1.12952e-22
1.36321 10.9319 1.12295e-22
1.36672 10.9868 7.92244e-23
1.36847 11.0207 1.19149e-23
1.36597 11.0498 3.8652e-23
1.36684 11.1145 4.68534e-23
1.37026 11.1507 3.95127e-23
1.37127 11.1354 1.36597e-22
1.36812 11.1377 1.3897e-22
1.37376 11.1388 8.48375e-23
1.37207 11.1439 9.47762e-23
1.3726 11.0839 1.13477e-22
1.37544 11.0646 1.03773e-22
1.37243 11.0945 1.35558e-22
1.37368 11.1074 4.7374e-23
1.37569 11.0442 8.33618e-23
1.37835 11.0851 9.0375e-23
1.3772 11.1386 9.68677e-23
1.37984 11.1222 1.14222e-22
1.37755 11.129 6.51847e-23
1.37439 11.0501 1.10275e-22
1.37529 11.0728 4.45652e-23
1.37566 10.9955 1.04971e-22
1.37245 11.038 1.33845e-22
1.37199 10.956 7.45054e-23
1.37132 10.921 1.09551e-22
1.37207 10.8596 9.50113e-23
1.36819 10.8137 5.27835e-23
1.36637 10.9078 3.26191e-23
1.36222 10.9425 2.07123e-23
1.3617 10.9496 7.78633e-23
1.36325 11.101 1.30656e-22
1.36664 11.1143 6.62148e-24
1.36492 11.0794 1.28042e-22
1.36553 11.1691 1.78889e-22
1.36445 11.0991 1.2675e-22
1.35857 11.1215 1.237e-22
1.36231 11.0392 1.64628e-22
1.36364 11.1518 1.87409e-22
1.36279 11.1901 1.87906e-22
1.3641 11.1833 7.31022e-23
1.36756 11.1937 1.18501e-22
1.36799 11.2373 1.83683e-22
1.36675 11.1649 1.46285e-22
1.36374 11.1614 2.20296e-22
1.36144 11.1311 1.95045e-22
1.35888 11.2105 2.29714e-22
1.36028 11.2218 2.2095e-22
1.35893 11.0902 8.86246e-23
1.35958 11.0536 6.02544e-23
1.35704 11.0705 1.49946e-22
1.36067 11.0623 1.40443e-22
1.3622 11.0844 1.29343e-22
1.36471 11.028 1.36675e-22
1.36674 11.048 5.91156e-23
1.36473 11.0234 9.31686e-23
1.36119 11.048 2.55817e-23
1.36337 11.1304 5.05549e-23
1.36938 11.053 7.55047e-23
1.36957 11.1009 1.23539e-22
1.36781 11.1049 7.88708e-23
1.36883 11.1025 1.22499e-22
1.36827 11.1045 1.05676e-22
1.36404 11.0877 5.00923e-23
1.36943 11.0909 1.04967e-22
1.37157 11.1437 1.14456e-22
1.37165 11.0795 9.39371e-23
1.37384 11.1196 1.88621e-23
1.37708 11.1678 7.67689e-23
1.37647 11.1867 9.0322e-23
1.38182 11.1559 2.09044e-23
1.38281 11.1537 7.07991e-23
1.3845 11.1103 4.75061e-23
1.38333 11.0249 4.1792e-23
1.38126 11.049 6.37745e-23
1.38397 11.0637 4.5438e-23
1.38625 11.1276 1.79947e-23
1.38346 11.1209 3.0646e-23
1.38968 11.0776 4.47945e-24
1.39326 11.1871 9.06342e-26
1.39111 11.1885 1.69623e-23
1.39441 11.1558 7.76877e-24
1.3905 11.1738 2.34168e-23
1.39325 11.1546 1.1868e-23
1.3945 11.1037 2.37725e-23
1.39485 11.0298 1.75495e-23
1.39584 11.0067 1.9584e-23
1.39536 10.9769 2.34686e-23
1.38989 10.9948 3.48446e-23
1.38679 11.0011 2.50525e-23
1.38637 10.9717 3.94922e-23
1.38888 11.0412 1.46768e-23
1.38787 11.0155 3.09247e-23
1.39112 10.9923 3.13571e-23
1.39061 11.0452 2.12322e-23
1.38948 11.0484 2.79397e-23
1.39145 11.0758 2.89077e-23
1.39176 11.1438 1.91668e-23
1.39162 11.0935 1.36576e-23
1.39093 11.0771 1.715e-23
1.39134 11.0163 1.88851e-23
1.392 10.9049 1.98878e-23
1.39213 11.0374 1.17561e-23
1.39186 10.9732 1.16934e-23
1.39252 10.9596 8.84014e-24
1.39271 10.9629 1.20584e-23
1.39196 11.0101 1.95615e-23
1.3922 11.0659 1.62542e-23
1.39667 11.0846 6.27487e-24
1.39681 11.1074 6.18824e-24
1.39351 11.152 1.77514e-23
1.39402 11.1508 1.90123e-23
1.39614 11.1465 2.02833e-23
1.3964 11.1666 1.6039e-23
1.39711 11.0982 1.70219e-25
1.39506 11.1039 9.79822e-25
1.39173 11.1519 2.45428e-23
1.39402 11.1028 1.41237e-23
1.39726 11.0715 1.21095e-23
1.39779 10.9726 3.39195e-24
1.40421 10.9988 3.55376e-24
1.40283 11.0443 6.89843e-24
1.40068 11.1086 4.392e-24
1.4015 11.0872 4.85111e-24
1.39953 11.1451 8.55675e-24
1.4002 11.1637 7.40735e-24
1.40046 11.1489 6.20833e-24
1.40426 11.1579 2.72385e-24
1.40458 11.1273 6.40234e-24
1.40634 11.1407 8.54889e-25
1.40322 11.1131 6.85567e-24
1.40243 11.0792 8.69884e-24
1.40264 11.0977 3.89752e-24
1.40656 11.0667 6.69169e-24
1.40901 10.9706 5.35518e-24
1.41172 11.0139 4.56332e-24
1.40968 11.0207 5.79625e-24
1.41108 10.9893 5.33137e-24
1.4109 10.9528 3.32855e-24
1.4124 11.0384 4.10736e-24
1.41132 10.9531 4.29611e-24
1.40929 10.8995 1.40782e-24
1.40844 10.8591 1.80223e-24
1.41103 10.8543 4.92882e-24
1.41176 10.8355 2.96928e-24
1.41111 10.7525 4.14941e-24
1.41161 10.7989 3.81952e-24
1.41116 10.7566 4.47555e-24
1.40982 10.7729 3.18048e-24
1.40533 10.7475 9.77558e-25
1.41152 10.6825 9.3394e-25
1.41349 10.6432 1.31241e-24
1.4173 10.6368 1.96642e-24
1.4156 10.6485 2.20952e-24
1.41738 10.6179 1.09497e-24
1.41768 10.5916 1.1727e-24
1.41822 10.5165 1.18629e-24
1.41558 10.4603 6.65725e-25
1.4157 10.3903 2.80811e-25
1.42248 10.3397 2.55052e-25
1.42053 10.3453 4.37899e-25
1.42089 10.3557 3.14791e-25
1.42206 10.373 4.59319e-26
1.42418 10.4167 9.84622e-26
1.42163 10.4332 5.64896e-25
1.42045 10.4491 5.92089e-25
1.42111 10.3692 4.42457e-25
1.41886 10.4194 1.57949e-25
1.42184 10.4208 4.18488e-25
1.42041 10.4513 6.05965e-25
1.42098 10.448 5.07944e-25
1.42416 10.5834 2.57908e-25
1.42327 10.5165 5.62102e-25
1.42323 10.4899 5.79407e-25
1.41837 10.501 1.12711e-24
1.41613 10.5106 1.54553e-24
1.41719 10.505 1.45768e-24
1.42249 10.509 8.9229e-25
1.42995 10.5198 3.50238e-25
1.43227 10.4551 3.44599e-26
1.43056 10.4526 2.40136e-25
1.43455 10.4267 1.68376e-25
1.43299 10.4255 1.48357e-25
1.4335 10.452 2.03022e-25
1.43379 10.4188 1.98278e-26
1.43335 10.4588 1.15784e-27
1.43512 10.3981 8.60315e-27
1.43302 10.3509 1.41188e-25
1.43267 10.3497 1.57058e-25
1.43155 10.2926 7.67811e-26
1.42878 10.2684 5.1763e-26
1.43024 10.3154 2.16755e-25
1.43011 10.2765 5.44382e-26
1.4316 10.2807 4.46713e-26
1.43203 10.3241 9.8496e-26
1.43558 10.3479 9.05925e-26
1.43484 10.2923 7.32767e-26
1.43597 10.2705 5.803e-26
1.43463 10.3629 2.91121e-26
1.43371 10.3065 3.03788e-26
1.43633 10.3201 3.90693e-26
1.43981 10.2031 3.11199e-26
1.4366 10.2478 4.06645e-26
1.43663 10.2008 1.24853e-26
1.43558 10.1863 6.07881e-26
1.4352 10.1673 6.03507e-26
1.4333 10.1271 7.43982e-26
1.43392 10.142 2.97844e-26
1.43348 10.1198 1.87369e-26
1.43579 10.2027 5.65695e-26
1.43303 10.2673 9.61355e-26
1.43657 10.2593 1.40362e-26
1.4345 10.2499 1.48273e-26
1.43301 10.2129 1.89942e-26
1.42923 10.1751 3.15418e-26
1.43233 10.152 9.82174e-26
1.42872 10.1598 1.09966e-25
1.42837 10.0389 6.00582e-26
1.42932 10.0309 8.95273e-26
1.42919 10.045 1.01537e-25
1.43229 10.0046 3.83233e-26
1.43254 9.93785 3.13201e-26
1.42653 9.88958 2.13139e-26
1.43088 9.9305 5.50321e-26
1.42888 9.95735 8.2265e-26
1.43185 10.0284 7.63817e-26
1.43013 10.0626 5.25825e-26
1.42906 10.1248 1.43112e-25
1.42811 10.132 1.70181e-25
1.42726 10.125 1.84712e-25
1.42757 10.0281 1.28279e-25
1.42616 9.96319 1.25924e-25
1.42126 10.0257 2.42279e-25
1.42539 9.92825 4.32389e-26
1.42139 9.99098 1.37533e-25
1.41242 10.0025 8.36759e-25
1.41002 9.94628 7.70223e-25
1.40813 9.94633 4.75175e-25
1.40897 9.99251 1.03818e-24
1.40934 9.98285 9.20937e-25
1.41123 10.0192 6.47042e-26
1.40996 10.0627 6.16914e-26
1.41076 10.0332 7.42002e-25
1.41011 10.0442 6.00014e-25
1.40576 10.1066 1.49601e-24
1.40599 10.1067 1.48082e-24
1.40281 10.1598 6.8673e-25
1.40156 10.1736 5.54194e-25
1.39984 10.193 2.83715e-26
1.40546 10.2136 1.66871e-24
1.40682 10.1941 1.11985e-24
1.40795 10.2097 1.11799e-24
1.41364 10.1625 6.23775e-25
1.41795 10.2519 3.44567e-25
1.4127 10.258 1.01479e-24
1.41394 10.2139 5.89334e-25
1.41295 10.251 9.54516e-25
1.40918 10.2575 6.19346e-25
1.41077 10.208 9.89886e-25
1.40866 10.2987 1.60168e-24
1.40958 10.3233 1.54299e-24
1.40945 10.3542 1.44745e-24
1.40846 10.3057 8.43677e-25
1.40684 10.3116 1.53479e-24
1.40532 10.3291 2.15992e-24
1.40577 10.3957 2.23994e-24
1.40526 10.3914 2.27222e-24
1.40654 10.4999 2.00996e-24
1.40269 10.5165 6.26548e-25
1.39952 10.431 1.32892e-24
1.4023 10.4173 1.73984e-24
1.39793 10.3918 3.89127e-24
1.39992 10.3294 3.46033e-24
1.40069 10.3968 3.16082e-24
1.40613 10.4082 2.62775e-24
1.40528 10.3847 1.98603e-24
1.40528 10.3134 1.61132e-24
1.40744 10.3188 2.37315e-24
1.40948 10.2757 1.2876e-24
1.4082 10.3045 1.21566e-24
1.40822 10.1962 1.43979e-24
1.4072 10.2784 1.38354e-24
1.4084 10.3182 1.67892e-24
1.40747 10.2835 1.41962e-24
1.40523 10.2559 9.56785e-25
1.40802 10.244 5.90135e-25
1.40924 10.194 1.15055e-24
1.41156 10.1894 5.01608e-25
1.41252 10.2542 6.96845e-25
1.41147 10.2911 1.13885e-24
1.41412 10.2276 4.62532e-25
1.40854 10.2569 5.54488e-26
1.40714 10.2829 3.14092e-26
1.40714 10.3102 5.89388e-27
1.40547 10.327 2.79859e-26
1.40626 10.3671 1.08838e-25
1.41201 10.396 1.03622e-24
1.4126 10.4017 6.68291e-25
1.41047 10.4358 1.03348e-24
1.40976 10.3673 1.10801e-24
1.40993 10.4025 9.6923e-25
1.41123 10.389 8.05639e-25
1.40802 10.3682 1.29569e-24
1.41342 10.3639 7.56082e-25
1.41096 10.4446 9.02876e-25
1.41355 10.549 4.02041e-25
1.41421 10.5221 3.11492e-25
1.4096 10.567 8.92413e-25
1.40727 10.6244 1.04289e-25
1.41009 10.615 1.42796e-25
1.40966 10.5925 6.21568e-25
1.41202 10.6038 6.34139e-25
1.41105 10.6633 1.85668e-25
1.40932 10.6667 9.99248e-25
1.40648 10.577 3.4268e-25
1.40896 10.6051 1.09869e-24
1.40621 10.6858 1.19056e-24
1.40646 10.7115 4.02097e-25
1.40505 10.7473 3.54012e-25
1.4011 10.7623 1.27272e-25
1.40047 10.7807 4.71779e-25
1.39932 10.8342 8.81119e-25
