# M/msolar   r[kpc]   logP
1.44758 6.09356 1.54919e-39
1.44587 6.06007 5.9875e-40
1.44904 6.03692 5.01485e-40
1.45057 6.11933 5.8054e-40
1.45091 6.1557 5.97852e-40
1.44772 6.14275 1.27501e-40
1.45177 6.08432 8.1394e-40
1.45012 6.09027 5.96149e-41
1.45506 6.09529 2.58661e-40
1.44811 6.1107 2.92211e-40
1.45291 6.07681 7.91801e-40
1.45001 6.19376 3.01842e-40
1.44317 6.17459 3.15565e-41
1.44384 6.18297 2.30571e-40
1.44608 6.31145 3.32238e-40
1.44572 6.32532 4.48486e-40
1.45022 6.29426 4.76816e-40
1.45093 6.27725 8.69943e-40
1.45116 6.27737 7.55441e-40
1.45255 6.23394 7.92489e-40
1.4527 6.19237 9.21225e-40
1.44815 6.18096 1.9063e-40
1.4516 6.2365 1.28728e-39
1.45302 6.28273 2.89583e-39
1.45185 6.25047 3.57399e-39
1.45749 6.24891 2.5677e-40
1.45333 6.18773 5.27752e-40
1.4571 6.17853 1.32831e-39
1.45933 6.14106 3.76749e-40
1.46172 6.14309 2.15365e-39
1.45746 6.16248 2.1869e-39
1.46061 6.20219 1.54961e-39
1.46172 6.13373 2.6151e-39
1.46075 6.19136 2.28502e-39
1.45917 6.22792 3.35396e-39
1.45979 6.21277 8.03454e-40
1.45977 6.21128 1.09267e-39
1.46337 6.22409 2.04282e-39
1.46393 6.18133 2.18548e-39
1.4641 6.21591 8.38882e-40
1.45871 6.30952 1.94287e-39
1.4579 6.24126 1.85259e-39
1.45744 6.2197 1.09426e-39
1.45901 6.23955 6.44963e-40
1.46117 6.27485 7.32961e-40
1.45614 6.27959 6.42223e-40
1.45615 6.21105 7.0754e-40
1.45639 6.0938 1.06671e-39
1.46064 6.08441 8.35335e-40
1.46013 6.14392 1.62788e-39
1.46051 6.21999 2.23029e-39
1.45954 6.1846 1.95697e-39
1.46053 6.30888 2.34271e-39
1.45564 6.24871 2.65921e-39
1.45463 6.34944 2.13454e-39
1.45411 6.32538 1.04434e-39
1.4575 6.33737 3.38183e-39
1.45612 6.27207 4.73019e-39
1.45536 6.36794 5.42927e-39
1.4516 6.36522 5.8124e-41
1.45407 6.25615 1.17633e-39
1.45157 6.31885 7.61135e-39
1.45152 6.301 1.03094e-38
1.45396 6.31954 8.41705e-39
1.4572 6.2827 3.57803e-39
1.45512 6.3595 7.4434e-39
1.45797 6.36342 8.11211e-39
1.46125 6.35037 7.02879e-39
1.4646 6.30656 2.84654e-39
1.45723 6.28122 4.04208e-39
1.45608 6.16816 5.20861e-39
1.45568 6.05239 3.04167e-39
1.45511 6.02851 4.9323e-39
1.45138 5.96281 5.15291e-39
1.44895 5.95139 2.14684e-39
1.45423 5.96007 2.2675e-39
1.45305 5.97369 3.86997e-39
1.45503 5.91752 7.04077e-39
1.45969 5.88461 4.46559e-39
1.46238 5.78065 5.17141e-39
1.4656 5.7758 6.8648e-40
1.46982 5.78417 1.80535e-39
1.46801 5.73807 2.86638e-39
1.46852 5.66606 1.64618e-39
1.46846 5.72928 1.15515e-39
1.47351 5.73463 2.83844e-39
1.47475 5.72693 1.92994e-39
1.47471 5.80682 9.07496e-40
1.47639 5.78206 1.56199e-39
1.48036 5.85424 1.10846e-39
1.4823 5.82105 1.18049e-39
1.47705 5.73268 2.92172e-40
1.4798 5.74388 5.68449e-40
1.47652 5.65608 8.66413e-41
1.47875 5.69779 7.32981e-40
1.47919 5.65934 4.58747e-40
1.47968 5.59434 6.85225e-40
1.4819 5.5714 3.15072e-40
1.47935 5.60421 5.97163e-40
1.47747 5.61192 6.85729e-40
1.47591 5.59613 6.325e-40
1.47196 5.61716 8.20982e-40
1.47477 5.67284 4.01113e-40
1.4744 5.72774 4.00129e-40
1.46833 5.69341 4.21007e-40
1.4678 5.80118 3.17951e-39
1.46752 5.7457 2.65788e-39
1.46918 5.74026 2.0906e-39
1.46853 5.7198 7.8293e-40
1.46874 5.73725 1.97864e-39
1.46611 5.70743 7.467e-40
1.46528 5.71045 8.27339e-40
1.46742 5.64764 7.64733e-40
1.4656 5.64412 9.22453e-40
1.46587 5.70068 9.55218e-40
1.46652 5.74987 1.8738e-39
1.46724 5.7688 1.69133e-39
1.46818 5.70699 7.06996e-40
1.46853 5.63688 1.4506e-39
1.47006 5.60505 1.20564e-39
1.46971 5.63324 1.66288e-39
1.46598 5.68209 2.08199e-39
1.46844 5.6678 6.10403e-40
1.46318 5.5496 1.80445e-39
1.46257 5.4658 1.15031e-39
1.46341 5.48246 1.25237e-39
1.46091 5.48015 1.91069e-39
1.45782 5.44275 1.71277e-39
1.46076 5.42269 8.15083e-40
1.45959 5.4509 1.05007e-39
1.46523 5.42296 1.05717e-39
1.46267 5.4409 1.17101e-39
1.46086 5.41052 1.20969e-39
1.4612 5.42898 8.4165e-40
1.45896 5.33441 9.46274e-40
1.45952 5.28544 1.16472e-39
1.46082 5.32299 7.49906e-40
1.46031 5.31606 1.2436e-39
1.45594 5.35639 7.55809e-40
1.45517 5.39816 1.73755e-39
1.45534 5.48045 6.36451e-40
1.45462 5.49901 1.10694e-39
1.45591 5.51863 1.15269e-39
1.45508 5.50506 1.54365e-39
1.45726 5.43328 1.94278e-39
1.45853 5.41134 4.78469e-40
1.45615 5.4659 3.89292e-40
1.45146 5.37545 1.04499e-39
1.4538 5.47531 1.61498e-39
1.45633 5.49407 1.3505e-39
1.458 5.39378 1.36178e-39
1.45776 5.39324 1.66e-40
1.46074 5.37521 1.66316e-40
1.46651 5.40912 1.33975e-40
1.4679 5.36958 1.25623e-40
1.4651 5.32587 1.04644e-39
1.4608 5.3788 8.37416e-40
1.46408 5.31188 1.42395e-39
1.4652 5.30499 1.19426e-39
1.46382 5.37731 7.83349e-40
1.46644 5.40464 1.85285e-39
1.46915 5.50239 9.01954e-40
1.46614 5.51655 2.35764e-39
1.46912 5.53271 1.64801e-39
1.46601 5.61362 3.3983e-39
1.46377 5.52079 1.19904e-39
1.4678 5.53156 2.73243e-40
1.4665 5.46435 1.11955e-40
1.47214 5.44949 1.09432e-39
1.47193 5.49482 1.34275e-39
1.47264 5.52196 2.33605e-41
1.47769 5.45681 1.22513e-40
1.47541 5.30853 2.09269e-40
1.47879 5.26501 5.96555e-40
1.48159 5.26254 5.00492e-40
1.48099 5.19698 3.8655e-40
1.48657 5.19556 1.00053e-40
1.48906 5.15839 1.43327e-40
1.48916 5.17355 1.47089e-40
1.4892 5.09454 1.05895e-40
1.48726 4.97444 4.391e-41
1.48883 5.07029 3.89305e-41
1.49098 5.08274 7.97142e-41
1.48978 5.02233 6.97916e-41
1.49044 4.98168 5.32695e-41
1.49133 4.97366 4.87668e-41
1.49117 5.01491 4.59603e-41
1.49244 4.94605 2.44421e-41
1.49215 4.86128 2.26363e-41
1.49037 4.87588 2.4495e-41
1.48978 4.90333 3.75425e-41
1.48682 4.86801 4.38157e-41
1.48749 4.96172 7.23232e-41
1.48437 4.97343 9.97813e-42
1.48694 5.01254 7.76431e-41
1.49058 5.09613 1.47624e-40
1.48866 5.05885 7.40549e-41
1.48932 5.0627 3.10242e-41
1.49085 5.07266 4.19381e-41
1.48799 5.08376 2.29511e-41
1.48774 5.09743 2.12169e-40
1.48717 5.07193 1.39846e-40
1.48589 5.00948 1.82362e-40
1.48605 4.96444 9.1303e-41
1.48344 4.95223 2.34298e-40
1.48136 4.93899 2.72542e-40
1.48097 4.92696 2.65151e-40
1.48108 4.99802 1.06706e-40
1.48131 4.93922 2.68835e-40
1.48079 4.97687 1.87292e-40
1.47757 5.02354 1.30833e-40
1.47779 4.97302 3.50479e-40
1.47935 4.95813 3.11273e-40
1.4808 4.99924 3.21306e-40
1.47931 4.98819 1.97966e-40
1.48087 4.91092 1.07007e-40
1.48168 4.91877 1.12316e-40
1.48493 4.90734 1.51228e-40
1.49006 4.80846 4.34397e-41
1.49094 4.86167 5.84341e-41
1.49001 4.81015 2.76011e-41
1.48421 4.89555 4.34107e-41
1.48554 4.858 6.10078e-41
1.48277 4.84473 2.18153e-40
1.4825 4.81417 1.07524e-40
1.48095 4.80209 2.32204e-40
1.48224 4.84435 2.11319e-40
1.48262 4.73969 1.35066e-40
1.48304 4.79614 5.00884e-41
1.48319 4.75616 6.92121e-41
1.48041 4.81669 3.68582e-41
1.47886 4.88793 4.24703e-41
1.47375 4.86501 1.84309e-41
1.47688 4.93383 4.60942e-40
1.47632 4.8793 2.55501e-40
1.47814 4.92127 1.71492e-40
1.47558 4.88254 2.11549e-40
1.47204 4.78983 3.6045e-40
1.47115 4.72233 4.36186e-40
1.4731 4.73999 9.76002e-41
1.47504 4.72128 2.86796e-40
1.47116 4.74811 2.22786e-40
1.46938 4.73027 3.51724e-40
1.46798 4.71667 3.32343e-40
1.46447 4.74277 4.57362e-40
1.46143 4.72733 1.26817e-41
1.46704 4.72894 3.16984e-40
1.46913 4.72349 2.71817e-40
1.46785 4.8147 5.0964e-40
1.46854 4.78467 8.1044e-41
1.46399 4.82637 9.29596e-41
1.46022 4.84549 1.16624e-40
1.45185 4.81499 5.92702e-40
1.44939 4.83265 5.50882e-40
1.44875 4.94887 1.37046e-40
1.44807 4.93079 2.49624e-40
1.44307 4.86995 1.64435e-39
1.43883 4.89366 2.02532e-39
1.43567 4.96432 2.658e-39
1.43403 4.98016 4.47339e-39
1.43442 4.97112 2.93335e-39
1.43799 4.93461 9.34829e-40
1.43498 4.92695 1.63639e-39
1.43196 4.96089 3.16746e-39
1.42995 4.85298 2.05337e-39
1.42833 4.90217 3.49933e-39
1.42458 4.84958 2.60147e-39
1.42568 4.9248 2.50937e-39
1.42599 4.85566 1.79311e-39
1.42717 4.86835 1.83667e-39
1.42763 4.82087 1.79015e-39
1.42395 4.79509 1.15314e-39
1.42716 4.81443 1.89623e-39
1.4352 4.9057 2.60336e-39
1.43717 4.8802 2.64673e-39
1.43871 4.96056 2.96597e-39
1.4357 4.91113 4.19068e-39
1.43155 4.88598 2.83821e-39
1.42934 5.00958 6.74586e-39
1.42493 4.9839 4.22919e-39
1.42163 4.92591 4.04015e-39
1.41775 4.92169 1.20496e-39
1.41931 4.88512 4.78024e-39
1.41806 4.92347 5.0945e-39
1.41859 4.9434 5.38096e-39
1.41751 4.91411 1.23016e-39
1.42058 4.94727 4.37265e-39
1.41829 4.99893 7.9642e-39
1.41823 5.02109 5.63208e-39
1.42134 5.00721 5.6456e-39
1.42185 5.0024 4.91758e-39
1.42083 5.00103 6.68716e-39
1.42683 5.0576 6.09643e-40
1.42632 5.039 7.80777e-40
1.42044 5.11524 7.70725e-39
1.42297 5.07198 9.38133e-39
1.42429 5.10829 3.80805e-39
1.42376 5.10146 7.28689e-39
1.4249 5.1177 9.06869e-39
1.42343 5.22011 9.8392e-39
1.42177 5.23126 5.79245e-39
1.41879 5.19178 1.14968e-38
1.41544 5.14482 5.1757e-39
1.41469 5.16693 3.35958e-39
1.41531 5.15641 2.14754e-38
1.41581 5.1244 2.51929e-38
1.4125 5.05445 1.72088e-38
1.41725 5.13001 1.78162e-38
1.41514 5.10235 1.72618e-38
1.41257 5.13976 3.07661e-38
1.41182 5.13814 2.17275e-38
1.41087 5.05654 1.0235e-38
1.4145 5.03976 1.73434e-38
1.41576 4.98581 1.57912e-38
1.41945 5.01525 2.34237e-38
1.4196 5.02022 2.66541e-38
1.42143 5.03142 2.85586e-38
1.41854 5.07885 1.8387e-38
1.41641 5.07724 1.90835e-38
1.41652 5.08426 2.27674e-38
1.41553 5.12803 2.27677e-38
1.42094 5.11291 2.2429e-38
1.41773 5.1151 2.49031e-38
1.41887 5.15281 3.22832e-38
1.41242 5.16579 2.73758e-38
1.41239 5.19604 2.02e-38
1.41115 5.21007 1.75597e-38
1.40618 5.2448 1.94963e-38
1.4041 5.27608 8.45413e-39
1.40604 5.31069 1.1164e-38
1.40598 5.22939 1.07586e-38
1.40609 5.25162 2.35991e-38
1.40468 5.23487 9.93422e-39
1.40887 5.25626 3.43831e-40
1.4112 5.20654 2.64743e-40
1.40323 5.19484 2.73134e-40
1.40758 5.2992 4.43647e-39
1.40387 5.32992 4.59942e-39
1.40234 5.25322 1.87732e-39
1.40426 5.3314 1.18113e-38
1.40549 5.27546 1.13753e-38
1.40604 5.2816 1.73128e-38
1.40013 5.31276 1.26278e-38
1.40083 5.25306 1.47229e-38
1.40178 5.22536 1.49081e-38
1.40433 5.17361 1.39919e-38
1.40539 5.23094 4.36651e-39
1.40646 5.17682 2.3019e-38
1.40301 5.18669 2.41525e-38
1.40557 5.2429 2.08559e-38
1.4035 5.27685 4.13908e-38
1.40327 5.21337 1.7116e-38
1.40187 5.16856 1.01281e-38
1.40207 5.27817 3.13117e-38
1.40005 5.29442 3.63182e-38
1.40307 5.29231 2.93904e-38
1.39937 5.32199 2.11959e-38
1.40006 5.35624 5.13476e-38
1.40001 5.38352 4.24465e-38
1.40392 5.40298 6.36024e-39
1.40681 5.43946 9.06974e-39
1.4039 5.41604 9.83115e-38
1.40262 5.43689 9.32584e-38
1.40773 5.48441 3.58571e-38
1.40851 5.51549 2.28758e-37
1.41152 5.56375 4.49883e-37
1.41232 5.60328 4.79596e-37
1.41216 5.69473 5.84015e-37
1.40691 5.71108 5.63063e-37
1.40654 5.75418 7.06176e-37
1.40319 5.82387 3.63057e-37
1.39943 5.84092 5.64902e-37
1.39927 5.81479 3.28287e-37
1.40001 5.79973 5.88573e-37
1.39714 5.77776 9.57577e-38
1.39766 5.77995 5.11552e-37
1.39938 5.81669 3.96826e-37
1.40161 5.86761 4.47714e-37
1.40436 5.75102 7.01427e-37
1.40783 5.69181 6.96616e-37
1.41056 5.63394 5.9464e-37
1.40543 5.67318 8.1285e-37
1.40605 5.71051 9.75218e-37
1.41755 5.6936 6.58463e-38
1.41639 5.649 1.95057e-37
1.41607 5.6475 3.93936e-37
1.41122 5.69507 7.71883e-37
1.4113 5.66632 7.43651e-37
1.41683 5.61705 1.10647e-36
1.41751 5.61667 8.05797e-37
1.41948 5.53736 4.14672e-37
1.42242 5.59476 7.10097e-37
1.42007 5.68195 7.13215e-37
1.4204 5.69662 1.05117e-36
1.42512 5.66512 1.2402e-36
1.42261 5.63109 3.83048e-37
1.41971 5.62917 1.08058e-36
1.41463 5.64634 1.07607e-36
1.42009 5.63967 5.80356e-38
1.41942 5.67485 5.84826e-37
1.41804 5.75106 1.20855e-36
1.41574 5.78278 1.50792e-36
1.41894 5.74919 1.6283e-36
1.42039 5.79052 4.65061e-37
1.41842 5.80647 2.55196e-37
1.42234 5.80003 1.77341e-36
1.41985 5.82959 1.7686e-36
1.42075 5.8252 1.54875e-36
1.41923 5.75472 1.29561e-36
1.41818 5.69657 1.20143e-36
1.41035 5.73511 7.76747e-37
1.41576 5.78085 6.13907e-37
1.41205 5.81251 4.14423e-37
1.41348 5.83411 9.58586e-38
1.40925 5.77523 1.32547e-36
1.40797 5.7475 1.30905e-36
1.40899 5.76925 1.24827e-36
1.40822 5.77193 1.73889e-36
1.40679 5.84421 1.49996e-37
1.40264 5.85003 8.47099e-37
1.4031 5.87504 1.65747e-36
1.40276 5.82798 9.51466e-37
1.40178 5.79821 1.59046e-36
1.4042 5.74607 1.09936e-36
1.4057 5.85346 1.30502e-36
1.40396 5.91393 1.15765e-36
1.40807 5.96845 1.78882e-36
1.41138 6.05442 1.98688e-36
1.41484 6.0957 3.00286e-36
1.41514 6.13551 2.98232e-36
1.41469 6.30774 3.57191e-36
1.41939 6.31746 4.06659e-36
1.42086 6.29809 7.16366e-36
1.42328 6.20701 4.99107e-36
1.42461 6.26523 1.20235e-36
1.42533 6.30567 1.85161e-36
1.42819 6.31076 4.67771e-36
1.42969 6.26723 6.04595e-36
1.43089 6.22368 2.50636e-36
1.42747 6.2644 4.40342e-36
1.42868 6.3453 4.89366e-36
1.43119 6.31628 4.02254e-36
1.43451 6.26631 3.06984e-36
1.43799 6.19905 3.50079e-36
1.43854 6.16486 3.63588e-36
1.43739 6.20305 1.89104e-36
1.43816 6.16265 3.50607e-36
1.43973 6.22434 8.9657e-37
1.43872 6.18594 2.65504e-36
1.43664 6.19206 1.79729e-36
1.44153 6.20298 1.32724e-36
1.43821 6.24424 1.60885e-36
1.43405 6.19899 1.40367e-36
1.43313 6.18158 1.99236e-36
1.4335 6.15477 1.822e-36
1.43431 6.1939 1.50763e-36
1.43282 6.13733 7.15949e-37
1.42858 6.20578 2.31475e-36
1.42927 6.2028 1.36531e-36
1.43113 6.18445 1.82558e-36
1.43093 6.27568 1.18525e-36
1.42872 6.33186 1.00862e-36
1.42989 6.23807 1.5268e-36
1.42999 6.13675 1.34268e-36
1.42958 6.18317 1.45376e-36
1.43039 6.12717 1.31085e-36
1.43285 6.10052 1.16598e-36
1.4298 6.1174 1.36376e-36
1.42904 6.12577 7.86863e-37
1.43206 6.13904 5.85925e-37
1.43207 6.16192 6.20182e-37
1.43164 6.22439 1.09836e-36
1.42993 6.25697 5.54165e-37
1.42667 6.23869 2.10293e-37
1.42988 6.27576 4.3736e-37
1.43358 6.28702 4.7336e-37
1.43116 6.31711 9.32589e-37
1.42878 6.37095 8.99062e-37
1.429 6.38026 9.93143e-37
1.4348 6.38822 7.55866e-37
1.43351 6.38102 7.34161e-37
1.43454 6.4813 6.71986e-37
1.43629 6.44376 3.39969e-37
1.43494 6.49654 2.49016e-37
1.43824 6.48455 5.99609e-37
1.44004 6.47904 2.32667e-37
1.4371 6.42483 4.2001e-37
1.43955 6.46039 5.1944e-37
1.43811 6.48038 4.60145e-37
1.44228 6.29668 1.30038e-37
1.44203 6.38107 8.46171e-37
1.4404 6.41641 5.43326e-37
1.4383 6.39418 2.44975e-37
1.43626 6.40821 8.0409e-37
1.43895 6.4432 1.49631e-36
1.43458 6.54688 1.49529e-36
1.43287 6.62399 3.94977e-37
1.43006 6.69665 6.4913e-37
1.42918 6.74004 9.80344e-37
1.42607 6.71058 6.67106e-37
1.43349 6.59029 5.48834e-37
1.43167 6.5771 4.46276e-37
1.43273 6.51538 4.04171e-37
1.42499 6.51302 1.00532e-36
1.4252 6.53017 1.00036e-36
1.42365 6.51971 1.51616e-36
1.42293 6.4606 1.06062e-36
1.42061 6.53918 6.66425e-37
1.41747 6.50175 1.20298e-36
1.42149 6.42961 2.45132e-36
1.41716 6.44041 1.78729e-36
1.41359 6.43672 1.23342e-36
1.41614 6.44275 1.28572e-36
1.41783 6.47076 2.2072e-36
1.42116 6.49485 1.47923e-36
1.42333 6.49374 6.35503e-38
1.41866 6.50319 2.0086e-37
1.41697 6.4291 3.06402e-36
1.4173 6.39864 9.30555e-37
1.41406 6.42462 1.34497e-36
1.41577 6.41431 3.57885e-36
1.41289 6.40157 4.59207e-36
1.41409 6.38225 3.36702e-36
1.4135 6.35538 4.39971e-36
1.41537 6.20348 6.04435e-36
1.41516 6.25106 5.79431e-36
1.41897 6.22517 3.18694e-36
1.41384 6.2612 6.0881e-36
1.41449 6.19953 2.83193e-36
1.41614 6.20774 4.74813e-36
1.42298 6.24897 5.87906e-36
1.42695 6.24415 9.44443e-36
1.42213 6.19271 7.45912e-37
1.42407 6.11562 4.3572e-36
1.42359 6.06009 7.43314e-36
1.42388 6.05141 7.78937e-36
1.42477 6.05671 6.34571e-36
1.42424 6.09592 5.98555e-36
1.43107 6.11256 5.72979e-36
1.42746 6.06078 2.49945e-36
1.42914 6.03128 2.09502e-36
1.42971 6.05134 2.94096e-36
1.43874 6.03857 1.02893e-36
1.43794 6.03827 5.50397e-36
1.43861 6.04952 5.47586e-36
1.44153 6.08191 4.10953e-37
1.44199 5.99052 3.03742e-36
1.44234 6.00682 7.56671e-36
1.44459 6.00523 6.91537e-36
1.4418 6.01317 7.8549e-36
1.44255 6.06076 3.94476e-36
1.44472 6.14207 9.81799e-36
1.4398 6.17916 9.27614e-36
1.44003 6.27193 1.56038e-35
1.43521 6.26325 2.81397e-35
1.43682 6.24777 1.50167e-35
1.43426 6.27137 2.28182e-35
1.43612 6.19918 3.43824e-35
1.43427 6.20173 2.52577e-35
1.4373 6.23267 2.39358e-35
1.43724 6.31095 2.9988e-35
1.43422 6.38003 7.01064e-36
1.43019 6.35474 3.75058e-35
1.43205 6.42313 3.43347e-35
1.42908 6.41713 3.89284e-35
1.42835 6.4263 4.43245e-35
1.43481 6.38779 4.02994e-35
1.43383 6.38815 2.95655e-35
1.43323 6.45448 3.12379e-35
1.43618 6.4351 4.14804e-35
1.43262 6.4391 6.83418e-35
1.4327 6.40376 6.02465e-35
1.43016 6.47987 6.92312e-36
1.43536 6.47335 1.27615e-35
1.43841 6.38527 3.28767e-35
1.4363 6.409 5.42837e-35
1.43648 6.41882 3.09596e-35
1.43912 6.33743 5.71003e-35
1.43872 6.31094 8.3012e-35
1.44287 6.25206 3.42364e-35
1.44489 6.20301 3.47521e-35
1.44721 6.19818 8.29334e-36
1.44992 6.18141 9.7028e-36
1.44597 6.16794 1.23819e-35
1.44573 6.20205 2.85897e-35
1.44663 6.24149 3.43936e-35
1.44901 6.29963 2.03004e-35
1.44428 6.29926 3.6947e-35
1.44406 6.34669 6.05104e-35
1.44562 6.31992 4.03407e-36
1.44595 6.2419 4.80189e-36
1.44477 6.23979 2.03109e-35
1.44657 6.29281 4.97277e-35
1.44883 6.28403 5.70059e-35
1.4482 6.20545 3.58198e-35
1.45333 6.16533 2.97463e-35
1.45367 6.25306 3.39449e-35
1.44797 6.28304 5.18579e-35
1.44476 6.17416 1.05754e-35
1.44218 6.22991 4.42667e-35
1.4451 6.29366 8.7903e-35
1.44595 6.29607 6.88532e-35
1.44521 6.37787 5.70461e-35
1.44784 6.28523 7.09841e-35
1.44646 6.30052 4.20429e-35
1.44742 6.37838 5.83625e-35
1.44605 6.37172 1.53326e-34
1.44696 6.34893 1.18484e-34
1.44468 6.19713 6.06629e-35
1.44763 6.15521 3.92411e-35
1.44457 6.15972 4.95394e-35
1.44238 6.14249 5.33653e-35
1.43915 6.16551 7.66426e-35
1.43568 6.17547 8.9597e-35
1.43404 6.14988 1.10937e-35
1.43585 6.15136 3.39326e-35
1.43567 6.20978 1.9671e-35
1.43983 6.21015 2.62339e-35
1.43752 6.15728 2.83153e-35
1.43623 6.23544 4.05822e-35
1.43457 6.25042 4.66759e-35
1.4363 6.24824 4.16764e-35
1.43791 6.27081 6.60519e-35
1.44148 6.2437 1.39313e-35
1.44042 6.34159 1.46118e-35
1.4403 6.37118 2.23967e-35
1.43928 6.4243 2.53449e-35
1.43151 6.44674 1.19689e-34
1.43229 6.46808 1.02724e-34
1.43169 6.52053 1.60899e-34
1.43445 6.54717 2.3116e-34
1.43587 6.52967 2.89883e-34
1.43836 6.52335 1.23077e-34
1.43805 6.5474 2.0225e-34
1.44203 6.50942 2.08139e-34
1.44109 6.50232 1.84374e-34
1.44028 6.4547 1.48641e-34
1.43816 6.37638 1.87225e-34
1.44083 6.4436 6.18268e-35
1.43982 6.42332 1.05574e-34
1.43794 6.34163 2.06393e-34
1.4367 6.37199 3.34388e-35
1.43413 6.37313 1.2381e-34
1.43729 6.41737 1.66838e-34
1.44028 6.44409 1.55213e-34
1.44337 6.42138 1.14259e-34
1.44181 6.43886 2.01e-34
1.4382 6.35577 2.08598e-34
1.43994 6.34308 1.32049e-34
1.44095 6.37526 1.4964e-34
1.44036 6.34992 1.03254e-34
1.43995 6.32948 2.43544e-34
1.43389 6.33736 1.07366e-34
1.43462 6.39898 2.11171e-34
1.43375 6.40329 3.20609e-34
1.43069 6.40533 8.12378e-35
1.43024 6.38769 2.60258e-34
1.43194 6.31142 1.85021e-34
1.43702 6.30514 1.77022e-35
1.43701 6.3191 1.21973e-35
1.43618 6.25986 1.19455e-34
1.43485 6.26411 2.41131e-34
1.43779 6.22116 1.68978e-34
1.44075 6.21043 6.98215e-35
1.43719 6.23344 1.88972e-34
1.4387 6.31543 2.00895e-34
1.43351 6.20563 7.93471e-35
1.43941 6.22292 4.01344e-35
1.43351 6.16193 1.79142e-34
1.43397 6.1286 4.68655e-35
1.43569 6.04248 1.07451e-34
1.43894 5.98809 8.0307e-35
1.43705 5.97114 8.77282e-35
1.44007 6.04724 1.60578e-35
1.43693 5.99576 9.20202e-36
1.43982 5.91701 5.35362e-35
1.44558 5.95733 1.81315e-35
1.44232 6.04445 1.21721e-34
1.43983 6.04964 1.3818e-34
1.43828 6.09375 1.20754e-34
1.43954 6.20931 1.71676e-34
1.44228 6.21623 2.26705e-34
1.44116 6.25472 2.44794e-34
1.44107 6.34035 2.73527e-34
1.43682 6.34593 3.04924e-34
1.43533 6.25223 3.22849e-35
1.43141 6.30234 4.49368e-34
1.43375 6.26826 4.60155e-34
1.4325 6.27163 3.52213e-34
1.43609 6.22586 3.74238e-34
1.43552 6.28353 8.19672e-35
1.43963 6.22295 3.45721e-35
1.44146 6.18002 2.44247e-34
1.44032 6.17336 2.06489e-34
1.43735 6.1879 2.19242e-34
1.43362 6.18144 2.29171e-34
1.43573 6.21427 4.49848e-34
1.43802 6.28442 4.96395e-34
1.43655 6.30467 6.65879e-34
1.43336 6.38774 4.3118e-34
1.43659 6.30242 3.82856e-34
1.43796 6.30926 1.58799e-34
1.43741 6.29395 6.36846e-34
1.43848 6.27189 2.97312e-34
1.43595 6.23704 2.71694e-34
1.43475 6.28285 1.38947e-34
1.43371 6.25625 3.49787e-34
1.4339 6.30437 1.23019e-34
1.43405 6.26326 5.4061e-35
1.43441 6.30987 7.20489e-34
1.43719 6.3747 9.01115e-34
1.43552 6.3433 4.65641e-34
1.43396 6.31586 4.56825e-34
1.43416 6.23507 1.1648e-34
1.43343 6.28355 1.90726e-34
1.43298 6.31774 8.26849e-34
1.42965 6.35246 6.31445e-34
1.43145 6.39398 1.53065e-33
1.43127 6.42877 1.58604e-33
1.43245 6.52547 1.61299e-33
1.42809 6.55904 3.05407e-33
1.4298 6.54626 6.18266e-34
1.42877 6.48982 6.62045e-34
1.42435 6.46982 2.79253e-33
1.42578 6.39864 7.92003e-34
1.4272 6.32679 8.40196e-34
1.42754 6.33621 8.69229e-34
1.43124 6.34135 5.29613e-34
1.42885 6.43247 9.5997e-34
1.42397 6.54526 4.25019e-33
1.42176 6.58694 3.24953e-33
1.42621 6.60287 7.11314e-34
1.42499 6.56438 3.74066e-34
1.42735 6.60383 1.24163e-33
1.43071 6.65773 4.13417e-33
1.42827 6.71167 3.42719e-33
1.42743 6.73678 3.42363e-33
1.42434 6.69765 4.53733e-33
1.42354 6.74469 3.79355e-33
1.42407 6.84094 6.83153e-33
1.42556 6.85217 7.06753e-33
1.42416 6.87478 8.14563e-33
1.42486 6.91255 8.92303e-33
1.42693 6.93545 1.02811e-32
1.42552 6.92974 9.36434e-33
1.42412 6.93804 1.40898e-32
1.4234 6.87477 1.16527e-32
1.42166 6.92667 6.19292e-33
1.41917 6.92929 2.69572e-33
1.4196 7.0508 3.82492e-33
1.41839 7.06795 2.16054e-32
1.41792 7.10886 1.29393e-32
1.41456 7.05784 2.01205e-32
1.41314 7.00494 3.30876e-32
1.41433 6.95846 3.44857e-32
1.41542 6.89281 3.06341e-32
1.41745 6.8792 3.02808e-32
1.41359 6.76172 7.06918e-34
1.41589 6.82095 2.47358e-32
1.41844 6.8979 3.6874e-32
1.41465 6.86312 3.43553e-33
1.41521 6.85019 2.54181e-32
1.41716 6.89734 3.85506e-32
1.41861 6.86145 2.49175e-32
1.41561 6.81436 2.89878e-32
1.41518 6.75138 1.83002e-32
1.41236 6.72921 3.00149e-32
1.41723 6.7645 2.84066e-32
1.41991 6.79103 3.92246e-32
1.42294 6.73389 3.43544e-33
1.42115 6.72779 2.57575e-32
1.42104 6.73021 2.88776e-32
1.42002 6.74087 2.91656e-32
1.41953 6.74318 6.52583e-33
1.41679 6.72681 2.33492e-33
1.42058 6.74381 2.83818e-33
1.41745 6.65577 9.85165e-33
